"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",28185241,26240571,1944670,6.900,469924.500,442111.500,1999998672.000,240601344.000,1924810752.000,1924810.752,1924.811,183584,0,2780757,205900,26203787,1007704,78950,3189442,"00:00:00.121","00:01:00.095"
"Traffic Item 2",56370482,52473756,3896726,6.913,939849.500,883548.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,49760,0,2324480,47874,52424146,983327,78462,2669772,"00:00:00.122","00:01:00.095"
"Traffic Item 3",70463102,65593451,4869651,6.911,1174812.000,1104491.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,46487,0,1814397,49246,65538689,643678,76207,2277630,"00:00:00.121","00:01:00.095"
"Traffic Item 4",70463102,65601086,4862016,6.900,1174812.000,1104613.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,46157,0,1813557,48454,65547684,645483,77662,2278497,"00:00:00.121","00:01:00.095"
